Single-Stroke Briefs
'ploy': PHRO*EU
'pluck': PHRUBG
'plug': PHRUG
'plugged': PHRUGD
'plum': PHR*UPL
'plumb': PHRUPL
'plume': PHRAOUPL
'plummet': PHRUPLT
'plump': PHRUFRP
'plunge': PHRUPBG
'plunk': PHR*UPBG
'plural': PHRURL
'plurality': PHRAOURLT
'plus': PHRUS
'plush': PHRURB
'ply': PHRAOEU
'pneumonia': PHO*EUPL
'po': PO
'poach': POEFP
'pock': POBG
'pod': POD
'podge': POPBLG
'pods': PODZ
'poem': POEPL
'poet': POET
'poetry': POEURT
'poets': POETS
'point': POEUPBT
'pointer': POEURPBT
'poise': POEUS
'poison': POEUGS
'poke': POEBG
'poked': POEBGD
'poker': POERBG
'polar': POERL
'pole': POEL
'police': PHREUS
'policeman': PHRAPL
'policemen': PHREPL
'policewoman': PHROPL
'policewomen': PHREUPL
'policy': POEULS
'polite': PHRAOEUT
'politician': PHREUGS
'poll': POL
'pollen': PHREPB
'pollute': PHRAOUT
'pollutes': PHRAOUTS
'pollution': PHRAOUGS
'pom': POPL
'pomp': POFRP
'pond': POPBD
'pong': POPBG
'pons': POPBS
'poo': PAO
'pooch': PAOFP
'poof': PAOF
'poop': PAOP
'poor': PAOR
'pope': POEP
'popped': POPD
'popping': POPG
'popular': PHRA*R
'popularity': PHRA*RT
'population': PHRAEUGS
'porch': POFRPB
'pore': POER
'pork': PORBG
'porn': PAURPB
'porridge': PORPBLG
'port': PORT
'portal': PORL
'portfolio': POEFL
'portfolios': POEFLS
'portion': PORGS
'portrayal': PRAEUL
'pose': POES
'posed': POEFD
'poses': POEFS
'posh': PORB
'posit': POFT
'position': POGS
'positive': PEUF
'possess': PESZ
'possession': PEFGS
'possibility': POBT
'possibly': POBL
'post': POEFT
'post-processing': POEUFG
'poster': POEFRT
'posterior': PROEFRT
'posters': POEFRTS
'postoperative': PROFPT
'pot': POT
'potassium': PAFPL
'potential': PEPBL
'potion': POEGS
'pots': POTS
'pouch': POUFP
'pounce': POUPBS
'pound': POUPBD
'pour': POR
'pours': PAOURS
'pout': POUT
'poverty': POFRT
'pow': POU
'powder': PO*URD
'powerful': POURL
'powerless': POURLS
'pox': POBGS
'practice': PRABGS
'practitioner': PRER
'praise': PRAEUS
'praised': PRA*EUFD
'prance': PRAPBS
'prang': PRAPBG
'prank': PRA*PBG
'prawn': PRAUPB
'pray': PRAEU
'prayer': PRAEUR
'preach': PRAOEFP
'preacher': PRAO*EFP
'preaching': PRAOEFPG
'precept': PREPT
'preceptor': PRERPT
'precious': PRERBS
'precipitate': PR*EUPT
'precipitation': PR*EUPGS
'precisely': PRAOEUFLS
'predict': PREUBGT
'prediction': PREUBGS
'preen': PRAOEPB
'pref': PREF
'preface': PREFS
'prefer': PREFR
'preferably': PREFBL
'preference': PREFPBS
'preferential': PREFRL
'preferred': PREFRD
'preferring': PREFRG
'prefix': PREFBGS
'pregnancy': PRAEGS
'pregnant': PREGT
'prejudice': PREPBLG
'preliminary': PREL
'premise': PREPLS
'premium': PRAOEPL
'prep': PREP
'preparation': PREPGS
'prepare': PRAEP
'prepared': PRAOEPD
'preparing': PRAOEPG
'preponderance': PROPBS
'preponderate': P-PT
'prepped': PREPD
'prerequisite': PR-R
'preschool': PRAOL
'prescribe': PREUB
'prescribed': PRAOEUBD
'prescribing': PR*EUBG
'prescription': PR-PGS
'presence': PREPBS
'present': PREPBT
'presentation': PREPBGS
'presenter': PRERPBT
'preservation': PREFRGS
'preservative': PREFRBT
'preserve': PREFRB
'preserved': PREFRBD
'president': PREZ
'pressure': PRERB
'pressured': PRERBD
'presume': PRAOUPL
'presumed': PRAOUPLD
'presumption': PRUPGS
'presumptive': PRUPLT
'presumptuous': PRURBS
'prevalence': PREFLS
'prevalent': PREFLT
'prevent': PREFPBT
'prevention': PREFPBGS
'previous': PRAOEF
'prey': PRA*EU
'price': PRAOEUS
'priced': PRAOEUFD
'pricing': PRAOEUFG
'prick': PREUBG
'pride': PRAOEUD
'priest': PRAOEFT
'prig': PREUG
'prim': PREUPL
'primarily': PROEURL
'primary': PROEUPL
'primate': PRAOEUPLT
'prime': PRAOEUPL
'primer': PRAOEURPL
'primp': PR*EUPL
'prince': PREUPBS
'principal': PRAL
'principle': PREUPB
'principled': PREUPBD
'print': PREUPBT
'printer': PREURPBT
'prior': PROEUR
'priority': PRAOEURT
'prise': PRAO*EUZ
'prism': PREUFPL
'prison': PREUZ
'prisoner': PREURZ
'privacy': PROEUF
'private': PRAOEUFT
'privet': PREUFT
'privilege': PREUF
'privileged': PREUFLGD
'prize': PRAOEUZ
'pro': PROE
'probability': PROBT
'probable': PROB
'probate': PROEBT
'probe': PROEB
'probed': PROEBD
'probing': PROEBG
'procedural': PRAOERLD
'procedure': PRAOEPBLG
'proceed': PROED
'proceeds': PRAOEDZ
'process': PROEUS
'processes': PROEUSZ
'prod': PROD
'produce': PROU
'produced': PRO*UD
'producer': PROUR
'producers': PROURS
'producing': PROUG
'product': PROUBGT
'production': PROUBGS
'prof': PROEF
'profession': PREFGS
'professional': PREPBL
'professor': PROEFR
'professors': PROEFRS
'proffer': PROFR
'profile': PROEFL
'profiled': PROEUFLD
'profiling': PROEUFLG
'profit': PROFT
'prognosis': P-G
'program': PRAPL
'programmed': PRAPLD
'programmer': PRARPL
'programming': PRAPLG
'progress': PROG
'progresses': PROGZ
'progression': PROGS
'prohibit': PREUBT
'prohibition': PROEUBGS
'project': PROPBLG
'projection': PROPBGS
'prom': PROPL
'promise': PROPLS
'promote': PROEPLT
'promoted': PROEPLTD
'promotion': PROEGS
'prompt': PROPLT
'prone': PROEPB
'prong': PROPBG
'pronounce': PROUPBS
'pronunciation': PROUPBGS
'proof': PRAOF
'proofer': PRAOFR
'prop': PROP
'proper': PROR
'property': PROT
'prophet': PRO*FT
'proponent': PROEPBT
'proportion': PORPGS
'proposal': PROEL
'propose': PROEP
'proposed': PROEPD
'proposition': PROPGS
'propped': PROPD
'propping': PROPG
'proprietary': PROEUPT
'protect': PREBGT
'protection': PREBGS
'protein': PROEUPB
'protocol': PROELT
'proton': PROPBT
'proud': PROUD
'prouder': PROURD
'provability': PRO*FBLT
'provable': PRO*FBL
'proved': PROFD
'proven': PROFPB
'prover': PRO*FR
'proverb': PROFRB
'provide': PROEFD
'provider': PROEUFRD
'providing': PROEUFGD
'province': PROFPBS
'proving': PROFG
'prow': PRO*U
'prowl': PROUL
'proximate': PR-BGS
'prude': PRAOUD
'prudence': PRAOUPBS
'prudent': PRAOUPBT
'prune': PRAOUPB
'pruned': PRAOUPBD
'pruning': PRAOUPBG
'pry': PRAOEU
'psalm': SAUPL
'psi': SAO*EU
'psoriasis': SRAO*EUS
'psych': SAO*EUBG
'psyche': SAOEUBG
'psychiatric': SKRABG
'psychiatrist': SKREUFT
'psychiatry': SKRAOE
'psycho': SKOE
'psychological': SKOL
'psychologist': SKO*LGS
'psychology': SKOLG
'psychotic': SKO*BG
'pub': PUB
'puberty': PAOURBT
'pubic': PAO*UBG
'public': PHREUBG
'publication': PHRAEUBGS
'publicity': PHR*EUFT
'publish': PHR*EURB
'publisher': PHRER
'puck': PUBG
'puddle': P*ULD
'puff': PUF
'puffer': PUFR
'pug': PUG
'puke': PAOUBG
'pulp': PUPL
'pulse': PULS
'pump': PUFRP
'pun': PUPB
'punch': PUFRPB
'punish': P-RB
'punished': PUPBD
'punishment': PUPLT
'punk': PUPBG
'punt': PUPBT
'pup': PUP
'pupil': PAOUPL
'puppet': PUPT
'pure': PAOUR
'purge': PURPBLG
'purged': PURPBLGD
'purine': PAOURPB
'purity': PAOURT
'purl': PURL
'purple': PURPL
'purpose': PURP
'purposed': PURPD
'purposing': PURPG
'purr': P*UR
'purse': PURS
'pus': PUS
'putt': P*UT
'puzzle': PUFL
'pyloric': PHRORBG
'pyre': PAOEUR
'qua': KWA
'quack': KWA*BG
'quad': KWAD
'quaff': KWAF
'quail': KWAEUL
'quaint': KWAEUPBT
'quake': KWAEUBG
'quaked': KWAEUBGD
'qualification': KW-FGS
'qualified': KWAFLD
'qualifiers': KW-FRS
'qualify': KW-F
'quality': KWALT
'qualm': KWAUPL
'quantity': KWAPBT
'quarrel': KWARL
'quart': KWART
'quartz': KWARTS
'quaver': KWA*EUFR
'queen': KWAOEPB
'queer': KWAOER
'quell': KWEL
'quench': KWEFRPB
'queries': KWAO*ERS
'query': KW*ER
'quest': KWEFT
'question': KWE
'queue': KWAOU
'queueing': KAOUG
'quibble': KWEUBL
'quibbled': KWEUBLD
'quibbling': KWEUBLG
'quiche': KAOERB
'quicker': KW*EURBG
'quid': KWEUD
'quieter': KWAOEURT
'quill': KWEUL
'quilt': KWEULT
'quip': KW*EUP
'quire': KWAO*EUR
'quirk': KWEURB
'quit': KWEUT
'quite': KWAOEUT
'quiver': KWEUFR
'quiz': KWEUZ
'quizzes': KWEUSZ
'quo': KWOE
'quorum': KWORPL
'quotation': KWOGS
'quote': KWOET
'quoted': KWOETD
'quotient': KWOERBT
'quoting': KWOEGT
'rabbit': RABT
'rabble': RABL
'rabid': RABD
'race': RAEUS
'racer': RAEUFR
'racial': RAEURBL
'racing': RAEFG
'rack': RABG
'racket': RABGT
'racquets': RABGTS
'rad': RAD
'radiation': RAEGS
'raffle': RAFL
'raffled': RAFLD
'raft': RAFT
'rag': RAG
'rage': RAEUPBLG
'ragged': RAGD
'raid': RAEUD
'rail': RAEUL
'railroad': R-RD
'rain': RAEUPB
'rainfall': RAEUFL
'raise': RAEUZ
'raised': RA*EUFD
'raising': RA*EUFG
'rake': RAEUBG
'ram': RAPL
'rammed': RAPLD
'ramming': RAPLG
'ramp': RAFRP
'ran': RAPB
'ranch': RAFRPB
'random': TKROPL
'rang': RAPBG
'range': RAEUPBG
'rank': RA*PBG
'ranks': RA*PBGS
'rant': RAPBT
'rap': RAP
'rape': RAEUP
'rapid': RAPD
'rapping': RAPG
'rapt': RAPT
'rare': RAEUR
'rarity': RAEURT
'rash': RARB
'rasp': RAFP
'raster': RAFRT
'rat': RAT
'ratchet': RAFPT
'rate': RAEUT
'rather': RAER
'ratio': ROEURB
'ration': RAGS
'rational': RALG
'rationale': RA*ELGS
'rattle': RA*LT
'ravage': RAFPBLG
'rave': RAF
'raven': RAFPB
'raving': RAEUFG
'raw': RAU
'ray': RAEU
'raze': RAEZ
'reach': RAOEFP
'react': RAOEBGT
'reactant': RAO*EPBT
'reaction': RAOEBGS
'reader': RAERD
'readings': RAEGDZ
'ready': R-D
'reagent': RA*EUGT
'reality': RAOELT
'realization': RAELGS
'realize': RAEFL
'realized': RAEFLD
'realm': R*EL
'ream': RAOEPL
'reap': RAOEP
'rear': RAOER
'rear-end': RAO*ERPBD
'rearing': RAOERG
'reason': R-PB
'reasonably': RAEPBL
'rebel': REBL
'rec': REBG
'recall': -RL
'receipt': RAOET
'receivable': SEFBL
'received': SAOEFD
'receiver': SAOEFR
'receiving': SAOEFG
'recent': RAOEPBT
'receptor': RERPT
'recognition': REBGS
'recognized': REFD
'recognizing': REGZ
'recollect': REBGT
'recombination': KPWREUPBGS
'recombine': KPWRAOEUPB
'recombining': KPWRAOEUPBG
'recommend': REPL
'recommendation': REPLGS
'record': RORD
'recording': RORGD
'recourse': RAOERBGS
'recover': ROFR
'recoveries': ROEUFRS
'recovery': ROEUFR
'recurrent': RAOURPBT
'recycle': ROEUBG
'recycled': ROEUBGD
'reduce': RAOUS
'reduced': RAOUFD
'reducing': RAOUFG
'reduct': RUBGT
'reduction': RUBGS
'redundant': R*UPBT
'reed': RAOED
'reef': RAOEF
'reefer': RAOEFR
'reek': RAOEBG
'reel': RAOEL
'ref': R*EF
'refer': REFR
'reference': REFRPBS
'referent': REFRPBT
'referential': REFRPBL
'referral': REFRL
'referred': REFRD
'referring': REFG
'reflect': TPHREBGT
'reform': RORPL
'reformation': R-FRPLGS
'reformed': R-FRPLD
'refract': TPRAEBGT
'refraction': TPRAEBGS
'refractive': TPRAEF
'refractory': TPRAERBGT
'refresh': RERB
'refrigerate': TPREUGT
'refrigerated': TPREUPBGTD
'refrigerator': TPR*EUPBLG
'refused': RAO*UFD
'refusing': RAO*UFG
'regard': RARD
'regardless': RARLD
'regimen': TKPWREPL
'region': RAOEGS
'regional': RAOELGS
'registration': REGS
'regular': REG
'regularity': REGT
'regulate': RELGT
'regulated': RAELGTD
'regulation': RAEUGS
'reign': RAEPB
'rein': RA*EPB
'relate': RELT
'related': RAELTD
'relating': RAELGT
'relation': RELGS
'relevant': REFLT
'remainder': RAEURPBD
'remark': RARBG
'remember': RER
'remembered': RERD
'remembrance': RERPBS
'remind': RAO*EUPBD
'reminder': RAOEURPBD
'remit': REPLT
'remote': RAOEPLT
'renal': RAOEPBL
'rend': REPBD
'render': RERPBD
'rent': REPBT
'renter': RERPBT
'reorder': ROERD
'reorganization': RORGS
'rep': REP
'repair': RAO*EP
'report': ORP
'reporter': ROERP
'reporting': RORPG
'represent': REPT
'representation': REPGS
'republic': RUBLG
'request': KW
'requesters': KW-RS
'require': RAOEUR
'required': RAOEURD
'requirement': RAOEUPLT
'requiring': RAOEURG
'research': REFRPB
'researcher': ROEUFRPB
'reservation': R-FRGS
'reserve': REFRB
'residence': R*EPBS
'resident': REPBLT
'residential': REPBL
'resistance': REUFPBS
'resistant': REUFPBT
'resisting': R*EUFG
'resolved': RO*FLD
'resource': SRORS
'respect': R-PT
'respond': SPOPBD
'responders': SPORPBDZ
'responding': SPOPBGD
'response': SPOPBS
'responsibility': SPOPBT
'responsible': SPOPB
'responsibly': SPOEPBL
'responsive': SPO*F
'restaurant': STRAUPBT
'restrict': REUBGT
'restriction': REUBGS
'restroom': R*ERPL
'result': RULT
'resume': RAOUPL
'resumed': RAOUPLD
'retch': REFP
'rete': RAO*ET
'retire': RAO*EUR
'retired': RAO*EURD
'retirement': RAO*EURPLT
'retiring': RAO*EURPBG
'rev': REF
'revaluation': R*EFLGS
'revel': REFL
'revenue': RAOUFPB
'reverence': R*EFRPBS
'reverend': REFRPBD
'reverent': R*EFRPBT
'revert': REFRT
'revolution': REFGS
'revolved': ROFLD
'revolver': SROFR
'rheumatoid': RO*EUPLD
'rhyme': RAOEUPL
'rhymed': RAOEUPLD
'rhythm': REUFPL
'rial': RAO*EL
'rib': REUB
'rice': RAOEUS
'rickets': REUBGTS
'riddle': R*EULD
'ride': RAOEUD
'rider': ROEURD
'ridge': REUPBLG
'ridicule': REULG
'ridiculous': REULGS
'rife': RAOEUF
'riff': REUF
'riffle': REUFL
'rifle': RAOEUFL
'rifled': RAOEUFLD
'rift': REUFT
'rig': REUG
'rigged': REUGD
'right-hand': R*PBD
'righteous': RAOEUGS
'rigid': R*EUGD
'rile': RAOEUL
'riled': RAOEULD
'rill': REUL
'rim': REUPL
'rind': RAOEUPBD
'ring': REUPBG
'rink': R*EUPBG
'rinse': REUPBS
'riot': RO*EUT
'rip': REUP
'ripe': RAOEUP
'ripped': REUPD
'ripping': REUPG
'ripple': R*EUPL
'rise': RAOEUZ
'risen': REUFPB
'rising': RAOEUFG
'risk': REUFBG
'risky': ROEUFBG
'rite': RAO*EUT
'rival': RAO*EUFL
'rivet': R*EUFT
'roach': ROEFP
'roam': ROEPL
'roan': RAOPB
'roar': ROR
'roast': ROEFT
'rob': ROB
'robbed': ROBD
'robbers': RORBS
'robe': ROEB
'robot': ROEBT
'rocket': ROBGT
'rod': ROD
'rogue': ROEG
'roil': RO*EUL
'role': ROEL
'roller': RORL
'romp': ROFRP
'roof': RAOF
'roofer': RAOFR
'rook': RAOBG
'roomed': RAOPLD
'roost': RAOFT
'root': RAOT
'rope': ROEP
'roped': ROEPD
'roping': ROEPG
'rot': ROT
'rote': ROET
'rotor': ROERT
'rouge': RAOUPBLG
'rough': RUF
'roughage': RUFPBLG
'roughen': RUFPB
'rougher': RUFR
'roughness': RUFPBS
'rouse': ROUZ
'rout': RO*UT
'route': ROUT
'router': ROURT
'rove': ROEF
'rover': ROEFR
'roving': ROFG
'royal': ROEUL
'royalty': ROEULT
'rubbed': RUBD
'rubber': RAOURB
'rubbing': RUBG
'rubble': RUBL
'ruble': RAOUBL
'rude': RAOUD
'rue': RAO
'rueful': RAOUFL
'ruff': R*UF
'ruffle': RUFL
'rug': RUG
'rugged': RUGD
'ruin': RAOUPB
'rule': RAOUL
'ruled': RAOULD
'ruler': RAO*URL
'ruling': RAOULG
'rulings': RAOULGS
'rum': RUPL
'rumor': RAOURPL
'rump': RUFRP
'rumple': RUFRPL
'rune': RAO*UPB
'rung': RUPBG
'runner': RAOURPB
'running': R*UPBG
'runt': RUPBT
'rupture': RAOUFP
'ruptured': RAOUFPD
'rural': RURL
'ruse': RAOUZ
'rust': RUFT
'rustle': RUFLT
'rut': RUT
'rye': RAOEU
'sable': SAEUBL
'sac': SA*BG
'sack': SABG
'sacred': SKRED
'saddle': SA*LD
'safer': SAEUFR
'safety': SAEFT
'sag': SAG
'sage': SAEUPBLG
'sagged': SAGD
'sail': SAEUL
'saint': SAEUPBT
'sake': SAEUBG
'salacious': SHRAEURBS
'salad': SALD
'sale': SAEL
'salicylic': SA*EBLG
'saline': SA*EUPBL
'saliva': SHROEUF
'salivary': SHROEUFR
'salon': SHROPB
'saloon': SHRAOPB
'salt': SALT
'same': SAEUPL
'sample': SAFRPL
'sampled': SA*EPLD
'sanction': SAPBGS
'sand': SAPBD
'sane': SAEUPB
'sang': SAPBG
'sanity': SAPBT
'sank': SA*PBG
'sans': SAPBS
'sap': SAP
'sash': SARB
'sass': SAS
'sat': SAT
'sate': SAEUT
'satisfaction': SAEBGS
'satisfactoriness': STPOEURPBS
'satisfactory': STPOEUR
'satisfied': SAED
'satisfies': SAEFS
'satisfy': SAEF
'satyr': SAEURT
'sauce': SAUS
'sausage': SAUFPBLG
'savage': SA*FPBLG
'saved': SAFD
'saver': SAFR
'saving': SAFG
'savor': SA*FR
'sawed': SAUD
'sawn': SA*UPB
'sax': SABGS
'sayer': SAEUR
'scab': SKAB
'scabbed': SKABD
'scabbing': SKABG
'scaffold': SKAFLD
'scald': SKALD
'scale': SKAEL
'scaled': SKAEULD
'scaling': SKAEULG
'scalp': SKAP
'scam': SKA*PL
'scamp': SKAFRP
'scan': SKAPB
'scanned': SKAPBD
'scanners': SKARPBS
'scanning': SKAPBG
'scant': SKAPBT
'scar': SKAR
'scarce': SKAEURS
'scare': SKAEUR
'scarf': SKAFR
'scarlet': SKARLT
'scarred': SKARD
'scarring': SKARG
'scarves': SKAFRS
'scary': SKAER
'scat': SKAT
'scathe': SKA*EUT
'scatter': SKAERT
'scavenge': SKA*FPBG
'scenario': SPHOEUR
'scent': SKEPBT
'schedule': SKED
'schema': SKOEUPL
'scheme': SKAOEPL
'schemed': SKAOEPLD
'scheming': SKAOEPLG
'schilling': SH*EULG
'schizophrenia': SKRAO*EPB
'schizophrenic': SKRAO*EBG
'schlock': SHROBG
'schmaltz': SPHALTS
'schmuck': SPH*UBG
'scholar': SKHRAR
'schoolboy': SKOEU
'schoolgirl': SKEURL
'schoolhouse': SKOUS
'schoolteacher': SKAOEFRP
'schoolwork': SKAORBG
'science': SKRAOEUPBS
'scientific': SKEUFBG
'scoff': SKOF
'scold': SKOLD
'sconce': SKOPBS
'scone': SKOEPB
'scoop': SKAOP
'scoot': SKAOT
'scope': SKOEP
'scoped': SKOEPD
'scoping': SKOEPG
'scorch': SKOFRPB
'score': SKOR
'scored': SKORD
'scoring': SKORG
'scorn': SKORPB
'scotch': SKOFP
'scour': SKOUR
'scourge': SKORPBLG
'scout': SKOUT
'scow': SKOU
'scowl': SKOUL
'scrabble': SKRABL
'scram': SKRA*PL
'scrap': SKRAP
'scrape': SKRAEUP
'scrapped': SKRAPD
'scrapping': SKRAPG
'scratch': SKRAFP
'scrawl': SKRAUL
'scream': SKRAOEPL
'screech': SKRAOEFP
'screeching': SKRAOEFPG
'screed': SKRAOED
'screw': SKRAOU
'screwing': SKRAOUG
'screwup': SKR*UP
'scribble': SKREUBL
'scribbled': SKEUBLD
'scribbling': SKREUBLG
'scribe': SKRAOEUB
'scrim': SKREUPL
'scrimp': SKREUFRP
'scrip': SKREUP
'script': SKREUPT
'scripture': SKR*EUFP
'scriven': SKREUFRPB
'scroll': SKROL
'scrotal': SKRO*EL
'scrounge': SKROUPBG
'scrub': SKRUB
'scrubbed': SKRUBD
'scrubbing': SKRUBG
'scruff': SKRUF
'scrum': SKRUPL
'scrumptious': SKRUPGS
'scrunch': SKRUFRPB
'scruples': SKRAOUPLS
'scud': SKUD
'scuff': SKUF
'scuffle': SKUFL
'scuffled': SKUFLD
'scuffling': SKUFLG
'sculpt': SKUPT
'sculptor': SKAO*UFP
'sculpture': SKAOUFP
'scum': SKUPL
'scurf': SK*UFR
'scythe': SKRAOEUT
'seal': SAOEL
'seam': SAEPL
'seance': SAEUPBS
'sear': SAER
'search': SEFRPB
'searched': SEFRPBD
'seat': SAOET
'seating': SAOEGT
'sebaceous': SPWAEURBS
'sec': SEBG
'second': SEBGD
'second-degree': S-D
'secrecy': SKRAES
'secret': SKRET
'secretaries': SEBGTS
'secrete': SKRAOET
'secretion': SKRAOEGS
'sect': SEBGT
'section': SEBGS
'sector': S*ERBGT
'secure': SKUR
'secured': SKAOURD
'securing': SKAOURG
'security': SKURT
'sedan': STKAPB
'sedate': STKAEUT
'sedation': STKAEUGS
'sedative': STKEUF
'sedge': SEPBLG
'seduce': STKAOUS
'seduced': STKAOUFD
'seduction': STKUBGS
'seed': SAOED
'seek': SAOEBG
'seem': SAOEPL
'seen': SAOEPB
'seep': SAOEP
'seer': SAOER
'seethe': SAO*ET
'segment': S*EPLT
'segregate': SERGT
'segregation': SERGS
'segue': SEG
'seize': SAOEZ
'seizure': SH*UR
'select': SHREBGT
'selection': SHREBGS
'self': S*EF
'self-defense': STKEFS
'self-incriminate': SKREUPLT
'seller': SERL
'selves': S*EFLS
'semblance': SPWHRAPBS
'semester': SPHEFT
'sen': SEPB
'senate': STPHAT
'senator': STPHOR
'senatorial': STPHORL
'send': SEPBD
'senile': STPHAOEUL
'senior': SAOERPB
'sentence': STEPBS
'sentenced': STPH-PBD
'sentencing': STPH-PBG
'separable': SERPL
'separate': SERPT
'separated': SERPTD
'separating': SERPGT
'separation': SERPGS
'septum': SP*EPL
'sequel': SKWEL
'sequence': SKWEPBS
'sequential': SKWEPBL
'sequin': SKWEPB
'serene': SRAO*EPB
'serenity': SR*EPBT
'serf': S*EFR
'serge': SERPBLG
'sergeant': S-GT
'serial': SAOERL
'series': SAOERZ
'serology': SROLG
'serous': S*ERS
'serrated': SRAEUTD
'serration': SRAEUGS
'serum': SAOERPL
'served': SEFRBD
'service': S-FS
'serving': SEFRBG
'session': SEGS
'setting': SEGT
'settle': SELT
'settled': SELTD
'setup': STUP
'seven': SEFPB
'seventeen': STPAOEPB
'seventeenth': STPAOEPBT
'seventh': S*EPBT
'seventy': SEFPBT
'sever': SEFR
'several': SEFRL
'severance': SEFRPBS
'severe': SWAOER
'severity': SRERT
'sew': SWE
'sewage': SAOUPBLG
'sewer': SAOUR
'sewerage': SAOURPBLG
'sewn': SWEPB
'sexes': SPHEBGSZ
'sexual': SWAUL
'sexuality': SWALT
'shack': SHABG
'shad': SHAD
'shade': SHAEUD
'shadow': SHOEUD
'shaft': SHAFT
'shag': SHAG
'shake': SHAEUBG
'shaken': SHA*EUPB
'shaking': SHAEUG
'shale': SHAEUL
'shall': SHAL
'shallot': SHA*LT
'shallow': SHOEUL
'shalt': SHALT
'sham': SHAPL
'shame': SHAEUPL
'shan't': SHAPBT
'shank': SHA*PBG
'shape': SHAEUP
'shaped': SHAEUPD
'shaping': SHAEUPG
'shard': SHARD
'share': SHAEUR
'shared': SHAEURD
'shareholder': SHOERLD
'sharing': SHAEURG
'shark': SHARBG
'sharp': SHARP
'shat': SHAT
'shatter': SHAERT
'shave': SHAF
'shaved': SHAEUFD
'shaven': SHAEUFPB
'shaver': SHAEUFR
'shaving': SHAFG
'shawl': SHAUL
'she': SHE
'she'd': SHAOED
'she'll': SHAOEL
'she's': SHAOES
'sheaf': SHAOEF
'shear': SHAER
'sheath': SHA*ET
'sheave': SHAO*EF
'shed': SHED
'sheen': SHAOEPB
'sheep': SHAOEP
'sheer': SHAOER
'sheet': SHAOET
'shelf': SHEFL
'shell': SHEL
'shelter': SHELT
'shelve': SH*EFL
'shelved': SHEFLD
'shelving': SHEFLG
'sher': SHER
'sherbet': SHERBT
'sheriff': SHR-F
'shh': SH
'shield': SHAOELD
'shift': SHEUFT
'shill': SHEUL
'shim': SHEUPL
'shin': SHEUPB
'shine': SHAOEUPB
'shiny': SHOEUPB
'ship': SHEUP
'shipment': SHEUPLT
'shipped': SHEUPD
'shipping': SHEUPG
'shire': SHAOEUR
'shirk': SHEURBG
'shirt': SHEURT
'shit': SHEUT
'shiver': SHEUFR
'shoal': SHOEL
'shock': SHOBG
'shone': SHO*EPB
'shoo': SHAO
'shook': SHAOBG
'shooter': SHAORT
'shoplifter': SHREUFRT
'shopped': SHOPD
'shopping': SHOPG
'shore': SHOR
'shored': SHORD
'shoring': SHORG
'shorn': SHORPB
'short': SHORT
'short-term': SHERPL
'shorten': SHORPBT
'shortened': SHORPBD
'shot': SHOT
'shotgun': SH-G
'shoulder': SHOURLD
'shouldn't': SHOPBT
'shout': SHOUT
'shoved': SHOFD
'shovel': SHOFL
'shover': SHOFR
'shoving': SHOFG
'show': SHOE
'shower': SHOUR
'showered': SHOURD
'showering': SHOURG
'shown': SHOEPB
'shrank': SHRA*PBG
'shred': SHR*ED
'shrew': SHRAOU
'shrewd': SHRAOUD
'shriek': SHRAO*EBG
'shrill': SHREUL
'shrimp': SHREUFRP
'shrine': SHRAOEUPB
'shrink': SHR*EUPBG
'shrivel': SHREUFL
'shroud': SHROUD
'shrub': SHRUB
'shrugged': SHR*UGD
'shrunk': SHR*UPBG
'shtick': STHEUBG
'shuck': SHUBG
'shuffle': SHUFL
'shuffled': SHUFLD
'shuffling': SHUFLG
'shun': SHUPB
'shunt': SHUPBT
'shush': SHURB
'shutter': SHURT
'shutting': SHUGT
'shuttle': SH*ULT
'shy': SHAOEU
'sibling': SEUBLG
'sic': S*EUBG
'siege': SAOEPBLG
'sieve': SEUF
'sift': SEUFT
'sight': SAOEUT
'signal': STPHAL
'signature': SEURG
'significance': SEUGS
'significant': SEUG
'silk': S*EULG
'sill': SEUL
'silt': SEULT
'similar': SHRAR
'similarity': SHRART
'simplicity': SPHREUFT
'simultaneous': SPHULT
'sin': SEUPB
'since': SEUPBS
'sine': SAO*EUPB
'sing': SEUPBG
'singer': SEURPBG
'single': SEUPBLG
'sink': S*EUPBG
'sinners': SEURPBS
'sip': SEUP
'siphon': SAOEUFPB
'sire': SAOEUR
'siren': SAOEURPB
'sis': SEUS
'sister': ST-R
'sister-in-law': ST-RPBL
'sit': SEUT
'site': SAO*EUT
'sitting': SEUGT
'situate': SEUFPT
'situated': SWAEUTD
'situation': SEUFP
'sixteen': STAOEPB
'sixteenth': SKAOEPBT
'sixth': S*BGS
'sixty': SEUBGT
'sizing': SAOEUFG
'skate': SKAEUT
'skeet': SKAOET
'skein': SKAEUPB
'sketch': SKEFP
'skew': SKAOU
'skewer': SKAO*UR
'ski': SKEU
'skid': SKEUD
'skier': SKAOER
'skiff': SKEUF
'skill': SKEUL
'skillet': SKEULT
'skim': SKEUPL
'skimmed': SKEUPLD
'skimming': SKEUPLG
'skimp': SKEUFRP
'skin': SKEUPB
'skinned': SKEUPBD
'skinning': SKEUPBG
'skip': SKEUP
'skipped': SKEUPD
'skipping': SKEUPG
'skirt': SKEURT
'skit': SKEUT
'skoal': SKOEL
'skull': SKUL
'skunk': SK*UPBG
'skylight': SKAOEULGT
'slab': SHRAB
'slack': SHRABG
